#{"t_start": 1767787310.158633, "env_id": "None"}
r,l,t
51.135718,48,3558.511519
25.018874,86,3559.657285
44.78292,51,3560.529451
40.087654,65,3561.585447
-28.210674,139,3563.383027
28.327892,82,3564.562696
25.943152,83,3565.762827
39.372373,60,3566.726215
17.351058,96,3568.05384
-35.896278,154,3569.997312
4.795592,115,3571.459108
-14.34915,129,3573.151326
46.829767,37,3573.753926
4.032648,110,3575.243962
11.740835,99,3576.641921
42.761098,49,3577.528105
18.323643,92,3578.86054
-64.096738,183,3581.043741
-35.812744,163,3582.990156
34.685384,68,3583.942227
18.361742,89,3585.200144
40.800412,56,3586.102914
45.953582,42,3586.866708
-9.226167,145,3588.721798
0.380746,112,3590.129108
24.883085,85,3591.275795
44.416101,52,3592.146266
44.748646,66,3593.05661
49.71651,30,3593.683235
26.878007,82,3594.773626
18.613379,90,3596.094761
11.910119,104,3597.541644
-13.185669,129,3599.307557
45.085444,44,3599.985606
-0.747836,116,3601.53475
-9.748115,125,3603.180077
-49.504171,156,3605.188305
29.974039,77,3606.243505
35.96254,67,3607.273588
1.246814,113,3608.681482
-40.263472,162,3610.650024
37.757387,61,3611.504863
33.659274,81,3612.660789
44.77642,47,3613.466698
40.979115,57,3614.382552
5.440938,108,3615.849903
2.614241,113,3617.395283
26.614307,87,3618.627272
31.955054,74,3619.620245
3.724768,112,3621.012235
45.298169,49,3621.83541
23.3778,81,3622.898905
44.600264,45,3623.682684
-53.817868,164,3625.626146
10.588176,106,3627.084589
45.020998,46,3627.877384
31.180653,76,3629.032289
-11.257114,125,3630.715165
47.372548,41,3631.456195
23.978771,79,3632.650142
43.873669,49,3633.490228
31.479525,75,3634.516834
15.244761,97,3635.859786
44.905155,48,3636.694245
17.45129,94,3638.024366
2.273853,114,3639.559154
21.058337,87,3640.796848
8.324404,112,3642.215461
48.998119,28,3642.724739
-28.143762,136,3644.496113
-4.91875,122,3646.169518
2.222341,117,3647.746454
10.915728,99,3649.110399
-8.596106,119,3650.575495
42.285572,56,3651.380338
27.246806,84,3652.585207
42.715024,46,3653.286836
44.627908,48,3654.100156
33.807477,69,3655.13436
11.40423,101,3656.45129
26.430438,74,3657.545454
-104.418899,218,3660.247447
10.493252,101,3661.646754
-19.104238,135,3663.394554
26.618553,78,3664.535807
38.839474,73,3665.625555
22.749077,91,3666.915206
23.424094,87,3668.189969
44.257207,49,3669.017617
0.506329,115,3670.554034
0.325508,113,3672.057695
43.759326,49,3672.791367
41.35714,57,3673.733138
14.034362,97,3675.091497
18.189744,88,3676.337519
23.607494,87,3677.609082
26.420646,84,3678.706704
28.424279,82,3679.782571
-133.677087,223,3682.551346
0.129683,114,3684.085155
24.7247,83,3685.307824
13.20697,96,3686.655338
46.160855,40,3687.289304
18.539996,94,3688.489901
-41.309574,150,3690.403806
17.730494,88,3691.54387
18.205567,92,3692.826283
32.347726,64,3693.857615
18.751988,122,3695.486927
6.420333,112,3697.004513
18.795677,83,3698.088624
40.466988,56,3698.995029
-14.176903,129,3700.579809
-67.801728,166,3702.66681
17.940099,87,3703.92844
47.619107,43,3704.689581
43.697266,49,3705.516996
25.486381,89,3706.688421
40.767845,55,3707.613503
48.709642,36,3708.300319
41.771487,78,3709.491187
-26.315814,141,3711.33547
43.487135,47,3712.175998
-3.049373,114,3713.731597
30.614867,72,3714.696425
2.234124,115,3716.254155
36.947328,65,3717.255931
49.375399,34,3723.57567
-4.434812,123,3725.270755
18.449453,97,3726.68361
25.685469,84,3727.77994
34.954237,68,3728.804164
-3.840139,123,3730.4204
44.293297,50,3731.269194
45.796829,42,3732.034614
-13.910726,128,3733.709301
-5.398855,117,3735.292521
15.345112,99,3736.692446
16.834515,154,3738.616088
29.092525,78,3739.756116
19.624907,91,3740.978779
52.856302,20,3741.397536
47.583072,44,3742.173152
25.686283,79,3743.324597
29.693665,83,3744.523493
31.170347,76,3745.538136
52.451109,14,3745.892463
37.431946,63,3746.796639
38.568303,55,3747.597973
2.545359,109,3749.054511
37.115436,64,3750.034721
29.073952,76,3751.075594
40.759803,55,3751.970156
-5.958988,122,3753.471238
-14.324943,129,3755.251158
48.627054,33,3755.907993
44.817487,44,3756.69238
41.449162,57,3757.507066
18.733288,95,3758.839099
17.484648,96,3760.17087
-12.663759,125,3761.852409
49.571563,31,3762.489863
25.324624,80,3763.650121
32.250678,73,3764.739939
16.099115,96,3766.073885
31.358295,73,3767.049651
36.879628,66,3767.958154
9.875519,103,3769.370324
-7.486094,121,3770.993544
23.298237,86,3772.234944
-17.719964,129,3773.93729
-29.153768,133,3775.697099
-0.703559,115,3777.277871
39.925909,61,3778.148958
40.916604,57,3779.070805
32.768362,68,3780.108939
39.227149,60,3781.06835
48.485709,29,3781.575459
-4.178208,117,3783.068977
49.200416,28,3783.683689
48.306816,41,3784.332061
25.803942,84,3785.577652
42.417147,57,3786.481842
16.959261,96,3787.924395
-15.179542,130,3789.633574
-11.163763,129,3791.222997
34.960741,71,3792.284833
26.797274,81,3793.380404
20.504215,96,3794.702526
13.075372,101,3796.030839
46.909087,39,3796.770103
30.227827,81,3797.841422
50.134322,30,3798.47236
38.998306,68,3799.505629
-0.995425,114,3801.035454
-11.744079,128,3802.690876
48.045288,43,3803.363303
23.988098,79,3804.454527
46.262807,40,3805.19298
9.491069,100,3806.490911
-5.096944,126,3808.218868
33.98505,70,3809.302599
47.392542,39,3810.02091
40.929988,59,3810.992488
-30.159192,141,3812.685735
13.907921,99,3814.062587
20.950127,87,3815.296958
49.856699,27,3815.78648
3.64816,110,3817.189198
4.890605,112,3818.687224
44.587686,51,3819.544586
49.910163,31,3820.082055
8.492436,101,3821.455172
-43.941024,154,3823.411707
21.177348,85,3824.520842
50.914449,35,3825.095104
2.713833,111,3826.60838
-7.625937,121,3828.205284
13.48101,97,3829.442864
43.270819,54,3830.214735
26.570517,128,3831.906797
49.310076,35,3832.586644
50.462535,21,3833.015133
39.096568,56,3833.914522
38.11382,62,3834.872445
-33.138658,152,3836.801739
47.053368,46,3837.600966
32.505342,71,3838.567662
49.428568,37,3839.297155
7.772683,107,3840.759082
42.797652,47,3841.562005
-35.067249,148,3843.602503
45.544173,44,3844.382559
34.512619,76,3845.504115
46.868176,39,3846.252529
30.8423,71,3847.387056
20.209534,93,3848.656934
31.32875,76,3849.76924
12.882985,100,3851.141187
22.513101,87,3852.386184
-29.781539,141,3854.192345
49.280417,33,3854.748695
26.614624,78,3855.781563
9.387331,102,3857.095815
-27.021943,141,3858.920415
-21.804559,142,3860.653333
18.297619,100,3861.995312
51.578844,25,3862.466221
22.476943,84,3863.656228
37.635234,60,3864.609372
-16.048083,132,3866.378283
35.557478,61,3867.33439
16.011102,95,3868.696791
-6.058398,122,3871.167445
33.071229,75,3872.175405
49.59707,39,3872.848091
48.924083,31,3873.498248
50.417766,31,3874.139898
-3.184647,121,3875.740867
-28.424819,140,3877.495315
10.079955,104,3878.807805
-4.727127,119,3880.407375
38.733899,60,3881.347746
45.790435,42,3882.101808
0.237852,108,3883.5869
18.029724,93,3884.969782
44.189851,50,3885.801828
13.088366,100,3887.162631
-18.231984,130,3888.85776
50.861485,35,3889.53331
25.384186,82,3890.616811
1.393511,111,3892.113143
13.04986,100,3893.490036
-25.299577,142,3895.344038
52.279927,25,3895.815399
44.774586,51,3896.654025
42.891675,47,3897.484639
16.399526,96,3898.817432
37.49499,61,3899.671769
47.006546,38,3900.373204
23.247392,86,3901.581384
-63.113645,166,3903.611109
51.415867,30,3904.23703
30.512359,75,3905.334734
42.334888,52,3906.188155
-25.14769,137,3907.825798
3.186109,109,3909.319756
37.930093,61,3910.293475
16.010138,104,3911.689228
49.7857,25,3912.265699
23.767432,90,3913.510253
26.530982,73,3914.487497
26.766024,80,3915.632207
-5.346647,142,3917.439739
19.836295,96,3918.714505
23.428991,85,3919.860492
30.075973,79,3920.923492
11.972129,102,3922.301868
43.419912,56,3923.091523
34.278767,69,3924.114043
36.700161,62,3925.061794
36.035234,70,3926.034383
4.395962,111,3927.452288
37.429334,66,3928.343055
3.396709,114,3929.733364
47.245273,41,3930.368678
51.958463,12,3930.70157
48.576513,31,3931.340568
-29.089797,143,3933.155371
28.159397,78,3934.170099
16.447996,99,3935.409834
30.914573,76,3936.536995
-38.011223,147,3938.425955
4.593791,106,3939.843624
-9.720958,122,3941.456584
40.123024,52,3942.246272
31.472087,67,3943.262631
7.547408,106,3944.682086
38.830568,64,3945.559643
30.251911,72,3946.630112
-15.220846,131,3948.341063
-17.740843,131,3949.916494
43.396471,48,3950.727106
19.678947,90,3951.942276
-3.338496,120,3953.417871
16.229267,96,3954.741423
26.383231,82,3955.91892
1.28236,117,3957.506375
23.679712,84,3958.597426
37.950069,66,3959.590526
5.81731,108,3961.03246
-21.796517,142,3962.836849
37.431157,60,3963.792378
28.813542,68,3964.810122
-115.096561,205,3967.199008
12.846382,101,3968.566815
38.802255,54,3969.492212
1.47192,111,3971.021437
23.049307,85,3972.250347
18.709618,87,3973.482477
38.637647,62,3974.432309
49.003287,32,3975.080434
49.099121,28,3975.683199
22.286478,87,3976.800988
-6.301928,121,3978.335851
47.524739,35,3979.002558
2.046328,114,3980.508985
33.293348,63,3981.378042
52.211909,32,3982.027548
3.966682,108,3983.350516
-62.789368,169,3985.453999
27.06095,83,3986.62493
24.048884,86,3987.828544
5.200434,110,3989.304917
-6.859015,125,3990.909047
26.380413,84,3992.091609
14.707422,98,3993.525538
5.506714,114,3994.95064
13.130508,102,3996.254256
-33.256911,142,3997.931254
35.741436,69,3998.959522
34.323642,62,3999.91317
16.036196,101,4001.286468
20.36785,98,4002.523035
39.696114,59,4003.454312
-19.048677,112,4010.830014
15.791147,97,4012.162915
-19.350734,132,4013.779807
5.224231,100,4015.144233
30.709273,74,4016.238116
50.77569,19,4016.747031
52.537174,17,4017.136221
42.31487,58,4018.059048
37.19689,61,4019.055691
3.337463,115,4020.57959
-41.533078,152,4022.423411
-11.914379,132,4024.165638
-17.739654,130,4025.847079
32.615442,67,4026.844071
-16.812242,131,4028.549159
-34.310491,150,4030.468337
21.981732,81,4031.525336
39.228734,76,4032.638068
42.010817,47,4033.361337
42.643686,52,4034.238661
-21.24803,136,4035.968656
-7.146085,117,4037.427663
27.191817,83,4038.511174
24.760029,79,4039.647058
48.552292,37,4040.246024
9.012183,108,4041.591647
46.578674,43,4042.23802
52.287277,27,4042.727262
-22.947965,136,4044.478734
-149.653524,272,4047.754474
-1.460102,117,4049.206376
-78.079976,184,4051.393914
28.487922,76,4052.503308
9.157903,100,4053.882625
42.744635,51,4054.721613
22.858587,87,4055.98365
39.588772,61,4056.833743
10.745505,103,4058.227351
48.996343,39,4058.936736
-12.737104,127,4060.532512
18.043063,94,4061.835344
46.028969,53,4062.6912
46.41727,61,4063.533373
16.923471,90,4064.78581
-21.78543,140,4066.573029
-14.706093,127,4068.268812
42.584449,53,4069.132451
32.862909,66,4070.140466
18.060199,92,4071.320182
1.661738,110,4072.797411
-15.936768,125,4074.446787
12.507846,101,4075.819017
-68.345874,177,4078.013958
29.3183,72,4079.097611
46.146995,45,4079.887262
44.038604,47,4080.596089
-26.257634,137,4082.253247
-105.747027,205,4084.729524
14.521962,101,4086.101705
-11.68682,123,4087.69216
41.806254,54,4088.471433
35.872726,60,4089.414505
37.696935,59,4090.235203
-0.887179,120,4091.707908
34.1293,71,4092.76422
31.548293,73,4093.833965
29.393723,75,4094.824723
-30.507173,143,4096.64024
-30.357141,142,4098.435586
38.802372,61,4099.385807
-7.759314,120,4100.96579
50.358526,20,4101.385368
33.654724,68,4102.406267
21.730256,78,4103.43621
40.929805,61,4104.40784
37.978041,61,4105.351139
-41.419547,156,4107.307955
16.863795,93,4108.491683
9.88558,106,4109.812667
3.43361,112,4111.199075
44.559126,47,4111.99872
47.985926,41,4112.633562
26.119817,76,4113.735177
23.763306,85,4114.928581
16.034576,98,4116.33425
29.408889,79,4117.385871
3.35554,110,4118.849617
33.167088,73,4119.931055
16.155243,107,4121.368056
28.449344,75,4122.462096
32.32577,73,4123.544777
-24.943237,134,4125.257624
42.4397,53,4126.14082
5.872694,106,4127.586336
31.99224,75,4128.68853
33.386863,71,4129.744085
22.646131,89,4130.99903
45.485278,50,4131.73193
18.518045,94,4133.039704
7.237357,108,4134.372856
44.012365,49,4135.210523
5.266949,111,4136.677929
46.613507,43,4137.440392
32.356166,71,4138.497832
5.378376,105,4139.90909
31.657331,76,4140.90265
-4.571871,123,4142.504607
-12.25532,126,4144.135187
49.003566,43,4144.792975
48.987214,37,4145.492106
38.178838,64,4146.464939
-21.840092,135,4148.202359
45.719352,46,4148.993078
-6.622331,121,4150.466384
26.948133,81,4151.64277
3.882054,111,4153.106835
-0.883777,115,4154.647313
48.663655,38,4155.35594
2.874732,109,4156.830233
33.795752,67,4157.907014
44.093999,47,4158.704314
19.073817,91,4159.979715
9.256734,104,4161.372361
1.013791,115,4162.883701
52.845863,18,4163.283701
35.641371,69,4164.299387
16.498825,98,4165.538599
14.094931,100,4166.900964
47.423482,41,4167.544941
29.799569,78,4168.681655
28.996078,74,4169.804615
29.485488,71,4170.744545
36.31654,63,4171.620767
1.373814,112,4173.006764
45.035886,44,4173.774909
20.28254,83,4174.950292
8.214639,108,4176.294922
30.583633,75,4177.393424
50.891637,34,4178.059452
25.588862,85,4179.255765
-70.104085,172,4181.28108
10.657295,102,4182.667688
31.661873,95,4183.98978
-2.884285,120,4185.46505
47.483679,38,4186.197773
5.401314,104,4187.605031
-0.655914,125,4189.277661
28.338687,79,4190.409718
19.342421,91,4191.706781
50.714922,28,4192.209388
40.35115,56,4193.001972
11.923442,114,4194.526662
11.70571,104,4195.826172
39.364483,64,4196.797774
28.455184,78,4197.819938
23.333505,84,4198.995422
37.762322,64,4199.880352
48.115468,33,4200.535654
48.264644,34,4201.233556
51.944886,12,4201.675159
50.270549,28,4202.277473
38.980106,59,4203.098779
-1.812445,115,4204.618195
3.588446,115,4206.040358
-37.783479,161,4208.050699
32.902349,75,4209.068041
51.822955,19,4209.476702
36.077679,62,4210.353726
-5.634105,119,4211.868246
45.367134,42,4212.516215
12.651841,98,4213.778916
45.318036,43,4214.599314
11.689286,91,4215.902592
34.841963,69,4216.940943
14.171941,99,4218.322207
-77.093442,194,4220.761808
30.695806,81,4221.842284
33.594,70,4222.798898
24.316423,76,4223.908469
26.676125,82,4224.991717
-14.51769,126,4226.526524
9.511738,106,4227.84218
-17.693325,136,4229.57783
-48.919309,153,4231.4878
41.929966,61,4232.439333
25.469276,85,4233.640053
-56.344308,200,4236.103458
47.706318,38,4236.808997
49.797215,24,4237.292341
21.578298,87,4238.55245
-41.137066,157,4240.595034
-21.951907,135,4242.333187
30.349946,77,4243.518245
49.41272,25,4244.091388
36.763435,67,4245.016225
48.140068,36,4245.606992
47.982838,36,4246.312448
27.108362,82,4247.38212
48.591905,40,4248.105245
52.68696,19,4248.519447
5.244418,97,4249.747633
17.925309,95,4251.059932
-138.419857,222,4253.632058
4.842917,107,4255.011896
42.210351,55,4255.790951
15.314253,96,4257.137304
34.456778,71,4258.18658
-1.861963,136,4259.947013
-20.252728,141,4261.774653
-8.718386,123,4263.405102
-53.224768,160,4265.439173
32.05055,79,4266.578911
3.914113,113,4268.090336
32.189364,77,4269.214262
9.040473,106,4270.645156
-8.093324,124,4272.186956
-53.429109,164,4274.224832
41.76577,55,4275.016199
39.78566,58,4275.93601
-2.297076,107,4277.271745
10.719188,105,4278.70759
23.575976,85,4279.925208
42.669783,58,4280.743454
41.658544,51,4281.486151
19.161997,93,4282.810324
35.847235,65,4283.721198
-0.711849,133,4290.911429
-13.803636,130,4292.599918
20.645626,85,4293.795105
22.601847,85,4295.004156
-27.419925,145,4296.915624
46.207493,41,4297.65611
47.936405,39,4298.377423
34.370894,71,4299.346259
-16.332787,134,4300.968755
-2.388711,120,4302.467648
22.426479,85,4303.726483
-88.613247,194,4306.121199
42.881017,48,4306.932294
-5.299551,121,4308.520924
2.538512,110,4309.920604
17.257396,93,4311.102171
22.449467,86,4312.406855
7.550619,100,4313.659806
16.1174,92,4314.935082
19.617406,84,4316.035059
-47.024082,165,4318.087605
46.879074,41,4318.839049
34.18911,75,4319.94188
30.92015,76,4321.163027
-38.385676,149,4323.012156
-18.894409,129,4324.585647
39.59754,56,4325.496004
33.81447,74,4326.583357
37.216397,58,4327.405984
28.331489,81,4328.607984
-23.876482,135,4330.263193
-6.646742,128,4331.951286
11.424529,102,4333.241451
-20.333422,106,4334.665311
33.839973,66,4335.608112
30.137723,76,4336.720237
12.413438,104,4338.031837
41.142271,57,4338.933999
-19.836621,131,4340.622392
28.173813,83,4341.844476
32.136551,72,4342.917849
40.060999,58,4343.836157
2.287777,111,4345.312887
19.221525,92,4346.592629
47.441479,34,4347.257206
20.464809,91,4348.41282
-20.202456,133,4350.125816
-1.887184,115,4351.581564
42.751052,54,4352.354467
2.550845,105,4353.775551
15.781723,90,4355.048134
-2.432411,115,4356.51514
18.960568,92,4357.798944
46.877093,41,4358.439752
-34.245399,144,4360.336115
-102.50983,205,4362.713393
34.355028,65,4363.712468
30.186737,77,4364.831269
-61.605879,172,4366.933205
30.762726,74,4368.02897
48.025953,38,4368.734417
15.582086,94,4370.045977
-35.838278,142,4371.759786
14.459239,87,4373.009371
23.661655,86,4374.224445
37.446788,61,4375.180413
19.316428,84,4376.378172
-37.677056,149,4378.290411
27.326642,82,4379.350134
44.767163,44,4380.125355
24.887278,84,4381.350211
-80.487941,198,4383.841167
44.992459,45,4384.614657
17.286156,97,4385.977512
4.163786,109,4387.401662
17.883411,93,4388.592231
9.373571,105,4390.074708
51.936169,11,4390.502773
27.877348,77,4391.655616
-5.443392,121,4393.2838
34.882387,63,4394.188909
42.148426,53,4395.100274
-20.544926,135,4396.874942
17.940246,94,4398.241194
-20.048909,137,4399.964902
28.044622,74,4400.948112
37.020973,68,4401.989178
31.973846,73,4402.963357
27.419192,75,4404.063926
39.338984,61,4404.905887
-20.049465,133,4406.621689
37.66634,60,4407.459014
12.994079,101,4408.827668
11.720617,106,4410.254424
2.488546,113,4411.794069
13.357135,100,4413.081588
11.158557,102,4414.548261
20.389037,87,4415.828654
37.467777,64,4416.801821
32.102688,70,4417.840916
25.22701,75,4419.014595
47.634406,41,4419.649032
-24.278311,135,4421.304704
20.53404,93,4422.615649
-28.852592,155,4424.562922
20.371309,92,4425.847373
32.357219,75,4426.993609
-22.97165,141,4428.703617
44.145191,53,4429.471966
13.204352,97,4430.728649
50.527567,16,4431.212503
23.788242,87,4432.436963
21.790183,88,4433.598886
23.231947,84,4434.829066
-41.533312,148,4436.622488
51.208501,25,4437.198981
27.448068,78,4438.328281
25.315532,85,4439.498489
27.993934,79,4440.573865
34.971891,63,4441.629807
-12.486066,128,4443.315864
51.574876,25,4443.893247
-48.191071,135,4445.72485
4.67313,110,4447.105417
23.056469,87,4448.34957
28.448863,81,4449.510641
15.949817,97,4450.865769
19.80519,93,4452.165002
22.513321,94,4453.488516
49.505441,26,4454.0715
34.817065,68,4455.163401
27.714306,83,4456.430857
45.887622,44,4457.204911
39.333765,58,4458.125482
35.251604,67,4459.141803
23.958389,93,4460.35051
50.601673,10,4460.665744
31.138163,76,4461.718403
15.425147,97,4463.087361
7.685171,107,4464.545253
-1.339424,114,4466.116826
51.434058,29,4466.740324
29.869446,70,4467.828515
15.614515,95,4469.165634
10.886947,101,4470.593961
-12.367346,129,4472.302123
10.028075,102,4473.690914
0.541418,113,4475.19821
21.643319,86,4476.328071
44.998727,46,4477.144268
16.610066,96,4478.486235
36.610111,60,4479.432159
-3.688231,118,4481.002239
27.781895,75,4482.012495
-36.064965,145,4483.758154
29.585976,74,4484.868849
37.052538,67,4485.780947
34.719891,70,4486.824435
39.559038,57,4487.73166
48.556068,29,4488.254153
-28.180026,145,4489.98222
45.220553,46,4490.772923
33.753898,72,4491.822378
-110.821312,134,4493.45286
45.45909,48,4494.267606
50.439416,30,4494.794327
52.317112,12,4495.22415
-50.422329,163,4497.323467
-34.055997,147,4499.203008
-63.787507,172,4501.362449
16.528725,91,4502.650952
14.820509,99,4503.901131
10.428653,96,4505.228224
22.539899,91,4506.505308
19.528633,81,4507.664942
-35.925582,144,4509.518734
46.249945,47,4510.331193
16.841337,85,4511.549842
48.259567,44,4512.220321
12.927692,89,4513.469176
34.816259,67,4514.477395
42.416871,51,4515.331636
30.94075,76,4516.447564
-54.160431,160,4518.449831
-23.603304,138,4520.210404
-77.752352,199,4522.64156
-54.55631,167,4524.664588
6.04122,99,4526.078832
30.660166,78,4527.153761
34.99569,64,4528.125193
13.860886,98,4529.47845
6.797432,108,4530.936358
-48.048954,158,4532.979545
23.749296,83,4534.231095
15.714441,96,4535.634768
22.477405,83,4536.839122
37.936338,60,4537.707191
29.012766,82,4538.879884
3.950008,107,4540.314633
-28.514275,145,4542.162404
21.528964,89,4543.422791
-10.837996,126,4545.059939
19.06036,87,4546.189752
19.304115,91,4547.459787
28.744068,97,4548.923863
-12.566452,126,4550.584161
17.626204,90,4551.720486
9.26743,106,4553.0558
46.73623,48,4553.886487
41.181791,54,4554.663276
40.745764,52,4555.419723
15.645344,100,4556.818657
23.187651,88,4558.030579
-13.3861,125,4559.686383
35.894205,68,4560.703008
-6.078552,120,4562.236681
-28.258703,140,4563.931783
7.132724,107,4565.373007
19.296143,88,4572.013668
26.719494,76,4573.042589
46.811469,37,4573.775002
10.702021,93,4575.147625
37.112674,67,4576.188133
40.883493,56,4577.1003
-10.686878,137,4578.873822
47.487395,41,4579.612612
-118.610616,210,4582.180496
-148.907395,255,4585.095657
42.39309,47,4585.798201
43.462788,49,4586.726607
19.935012,90,4587.99481
49.134559,36,4588.688762
29.927397,79,4589.833251
43.917656,47,4590.665976
33.858328,66,4591.692852
7.23824,108,4593.161773
13.029521,99,4594.555927
17.854521,93,4595.870001
23.903622,81,4596.967884
-14.556477,136,4598.729904
-15.464345,145,4600.602815
40.192429,57,4601.464793
51.160387,33,4602.13421
21.446615,85,4603.230541
-19.757616,134,4604.901232
34.166207,72,4605.988782
23.049347,89,4607.154176
12.514212,100,4608.421399
-15.783254,127,4610.08297
-24.887169,138,4611.833835
43.458028,54,4612.714085
45.617501,45,4613.501215
46.17975,45,4614.181528
29.187254,78,4615.312855
28.051565,77,4616.449959
26.894348,76,4617.478171
45.00571,44,4618.249346
13.197841,98,4619.627288
45.427502,58,4620.547482
49.863837,28,4621.156132
24.370992,83,4622.277532
37.954445,63,4623.266772
43.395242,51,4624.112558
26.008899,85,4625.32464
38.362295,63,4626.303996
41.861372,59,4627.155301
24.321561,87,4628.392145
0.454244,104,4629.865275
-61.550587,168,4631.949518
40.896124,59,4632.88317
25.133639,88,4634.120598
9.157443,103,4635.571982
-54.068249,160,4637.591529
23.168952,88,4638.716435
21.183291,88,4639.883091
-11.209568,130,4641.594743
-47.308484,183,4643.831561
-31.320136,148,4645.635173
-6.140475,125,4647.180192
33.249019,80,4648.337649
49.909315,36,4649.030616
43.589722,48,4649.848484
37.514111,64,4650.831142
10.891484,102,4652.126854
25.206193,82,4653.312648
-2.404166,116,4654.845563
24.140713,86,4655.966661
36.52024,66,4656.882493
25.012646,76,4657.882344
32.658486,70,4658.942631
14.51925,101,4660.222301
12.339274,99,4661.584915
23.821892,87,4662.728658
-7.764385,126,4664.430714
49.907629,26,4665.018039
-5.18619,120,4666.498912
-39.116629,151,4668.430027
47.312922,36,4669.112602
20.730182,140,4670.794245
45.025692,47,4671.501541
40.432685,57,4672.325347
-15.960698,131,4673.954175
25.300582,85,4675.192655
-14.624748,128,4676.888653
31.804927,73,4677.856242
4.719138,111,4679.347091
-13.20251,129,4681.02358
19.544776,93,4682.3197
14.159491,101,4683.600685
13.21318,98,4685.004535
37.508187,62,4685.96463
11.778338,103,4687.306069
38.700111,61,4688.153597
45.153661,43,4688.91521
3.715733,109,4690.425483
48.23165,45,4691.116708
28.017515,76,4692.225663
47.90603,42,4692.975853
4.437011,108,4694.348042
26.540853,82,4695.52592
50.173402,17,4696.010722
43.489358,44,4696.681049
-10.318647,126,4698.218512
3.611943,109,4699.691019
47.664066,40,4700.42062
47.100274,41,4701.184856
42.209722,52,4702.040015
-10.95747,124,4703.566597
-39.44446,168,4705.670424
-12.118096,128,4707.424861
38.133001,57,4708.384541
26.28278,87,4709.615472
42.457478,53,4710.481768
-18.212788,136,4712.256682
-26.22776,138,4714.090776
22.564208,89,4715.39486
45.274515,45,4716.279509
30.154694,71,4717.240528
43.818806,47,4718.053704
-22.90733,134,4719.805467
44.717442,55,4720.600421
-45.214551,167,4722.75766
-47.582137,158,4724.746908
33.891621,73,4725.834311
50.026617,36,4726.423379
4.309079,109,4727.883447
2.331294,111,4729.362257
53.12996,11,4729.787111
7.330652,106,4731.115723
-40.050954,150,4733.033593
-47.720503,157,4735.062755
16.966965,96,4736.40098
15.287007,98,4737.750392
24.387377,86,4738.91225
30.868712,73,4740.023904
-219.737066,293,4743.375494
46.949936,38,4744.100154
37.722409,58,4744.914254
52.656743,23,4745.36717
25.48248,78,4746.400727
47.631075,45,4747.082632
49.556897,30,4747.712017
49.174448,29,4748.232074
-14.435385,132,4749.95103
-50.897674,164,4751.90478
30.027011,74,4752.896331
29.212728,78,4753.925493
33.763259,70,4754.983314
25.857122,78,4756.158837
24.618472,85,4757.362688
-13.884311,132,4759.061969
24.581258,80,4760.221046
-0.400315,117,4761.714091
28.133655,76,4762.833149
-60.037239,164,4764.915877
51.157812,32,4765.557295
17.109036,92,4766.754403
9.257165,97,4768.085864
-11.15179,123,4769.702691
19.473202,91,4770.871409
20.107705,95,4772.190885
-18.407546,134,4773.983664
34.704053,63,4774.876034
5.883354,118,4776.360579
40.797245,57,4777.168246
11.205773,105,4778.624842
43.527052,55,4779.42373
30.336101,79,4780.590329
23.585147,81,4781.772644
49.101272,37,4782.378769
-35.343415,149,4784.171597
-38.531585,149,4786.074967
47.890147,70,4787.109776
32.512205,71,4788.156905
-66.820567,170,4790.196791
42.560239,51,4791.036205
32.293906,69,4792.071231
50.556437,21,4792.607177
0.066925,115,4794.148748
31.189453,76,4795.288063
12.620137,129,4797.038373
-29.483101,159,4798.93696
-9.7621,127,4800.603054
6.806802,106,4801.969388
36.184175,66,4802.976023
25.906969,81,4804.047043
-24.571632,149,4805.853077
27.883726,75,4806.983949
31.114401,81,4808.179384
25.458163,83,4809.391086
20.689348,95,4810.606241
32.247489,72,4811.581066
-10.078413,133,4813.303256
20.401358,82,4814.513688
43.398743,54,4815.299692
36.875788,63,4816.182801
52.57781,11,4816.611597
36.098288,64,4817.505608
-3.084295,116,4819.135775
33.582869,74,4820.259844
4.930767,111,4821.769093
50.924976,29,4822.288016
-0.25409,110,4823.688958
14.498367,94,4824.997492
46.268882,45,4825.689434
26.24789,85,4826.907816
46.598673,39,4827.527986
30.021814,80,4828.687164
27.18547,85,4829.887241
1.694463,112,4831.284662
-54.144791,174,4833.503875
-17.492792,128,4835.189035
40.092066,57,4836.102627
37.67417,68,4837.036739
47.616007,33,4837.595206
11.00528,100,4839.02143
-2.260032,118,4840.499043
35.274105,66,4841.443429
22.438721,87,4842.607773
-14.208424,127,4844.307929
44.109908,48,4845.130975
10.734893,109,4846.4891
10.639945,126,4853.925538
31.068893,75,4854.928061
22.486713,86,4856.186078
22.921263,88,4857.442064
23.921049,79,4858.644514
-2.086877,114,4860.148662
-42.295295,148,4862.049189
28.193501,73,4863.124703
-0.772865,114,4864.720052
-42.027902,151,4866.659659
44.697775,54,4867.548169
18.66739,93,4868.84444
23.053738,89,4870.098071
2.402266,112,4871.518017
7.535997,107,4872.860793
1.623344,147,4874.746077
24.023153,85,4875.86279
19.988884,83,4877.051582
35.886143,66,4877.983438
32.472999,73,4879.080318
48.705971,30,4879.711391
28.775449,80,4880.860945
21.555341,86,4882.144692
