#{"t_start": 1767787310.158633, "env_id": "None"}
r,l,t
29.585394,76,6000.226059
41.6903,56,6001.15152
43.110063,46,6001.844527
-22.717855,138,6003.632519
41.015995,57,6004.542854
33.038849,73,6005.525837
40.40735,54,6006.456311
20.419146,90,6007.741974
26.559251,82,6008.957832
6.636686,103,6010.379708
-24.682214,136,6012.047008
44.160166,50,6012.782259
11.561319,106,6014.116291
-9.726606,123,6015.74461
50.249165,16,6016.13127
-9.839366,122,6017.652613
30.015223,75,6018.708839
28.53097,77,6019.849599
-31.508552,149,6021.753897
27.29326,83,6022.957168
29.547517,81,6024.128949
-103.709189,198,6026.60346
-11.672758,108,6028.06153
0.591807,101,6029.461003
-62.812087,193,6031.747977
14.349432,97,6033.083878
33.616125,73,6034.245617
50.521937,34,6034.915911
-49.869244,156,6036.880016
44.523079,53,6037.762153
41.426511,69,6038.797447
4.115857,121,6040.385193
16.277687,93,6041.689146
26.038065,73,6042.7802
23.069334,87,6043.926882
30.725407,71,6044.988399
25.412292,80,6046.150591
36.852766,66,6047.067674
29.137008,78,6048.109645
2.625302,110,6049.616703
31.842004,70,6050.607978
-0.511932,121,6052.229906
47.195553,45,6053.019574
-27.161547,147,6054.914987
8.413478,110,6056.303992
51.330908,30,6056.933849
-23.22645,133,6058.699038
49.985354,22,6059.239232
21.664183,89,6060.488899
2.435972,105,6061.957677
38.440637,63,6062.863812
-63.682352,200,6065.243883
50.332006,28,6065.872587
-208.827684,302,6069.417692
-37.480699,148,6071.35407
13.970476,95,6072.684936
-27.92669,141,6074.504411
-49.323838,154,6076.363273
-4.121214,116,6077.911859
22.545217,89,6079.160961
27.804188,78,6080.312112
30.745796,71,6081.388189
-32.832349,144,6083.238187
-24.59772,139,6085.042048
-22.480161,137,6086.850903
46.821405,40,6087.487632
3.253454,111,6089.021595
17.752917,95,6090.318149
-0.129153,120,6091.90266
-0.858696,113,6093.41453
27.492065,81,6094.584623
31.43586,76,6095.709147
38.726198,61,6096.684094
49.484095,33,6097.350212
21.065708,89,6098.516758
37.946039,62,6099.485667
-17.625991,124,6101.113672
14.749846,100,6102.502231
39.433103,60,6103.453779
45.868169,41,6104.212654
49.450443,38,6104.922716
38.44614,74,6105.925016
-8.595846,123,6107.443877
0.287373,112,6108.94924
-4.48622,115,6110.442151
5.549548,111,6111.935719
11.866899,99,6113.304468
42.148054,51,6114.054527
33.422399,71,6115.004222
35.773645,67,6116.018001
7.715435,105,6117.346199
16.671591,95,6118.664901
42.063984,48,6119.529474
-59.699601,167,6121.527217
7.77596,102,6122.950537
48.599898,39,6123.577502
33.295638,64,6124.499872
42.79441,50,6125.248171
27.393218,80,6126.436721
36.614076,70,6127.387996
23.133511,86,6128.631092
46.241009,41,6129.380384
-42.825247,152,6131.368868
-3.461221,119,6132.993292
-103.632721,201,6135.36225
28.172266,77,6136.41148
41.629277,49,6137.262528
40.47293,57,6138.189495
5.521075,109,6139.674428
31.580724,75,6140.783674
43.038535,60,6141.674245
24.232829,76,6142.692987
6.042634,106,6144.13211
14.694078,93,6145.44251
3.143671,111,6146.837867
51.326449,31,6147.480304
22.823648,85,6148.693951
23.35807,86,6149.820136
2.570521,112,6151.359088
47.191263,44,6152.148434
-44.456881,144,6153.939161
37.402827,65,6154.94854
22.311582,77,6155.970587
17.486636,94,6157.293704
43.019418,51,6158.139692
32.197163,63,6159.05406
-39.689657,158,6160.958189
29.365014,78,6162.121196
16.921,94,6163.440149
-165.496053,253,6166.363787
24.214319,88,6167.624938
44.887068,45,6168.421832
21.740614,80,6169.575025
-166.9224,268,6172.793108
-105.347271,208,6175.368543
10.231756,131,6177.154493
7.654521,96,6178.513608
38.271637,66,6179.538695
24.645436,81,6180.721234
-7.32027,131,6182.499581
29.627704,76,6183.643171
13.89683,116,6185.208382
29.532729,76,6186.325771
-10.840943,131,6188.058824
-0.446463,120,6189.559001
23.381411,87,6190.798074
50.468325,17,6191.183383
34.221591,71,6192.257562
27.08454,77,6193.421932
0.620804,116,6194.973878
-3.806593,115,6196.408238
-26.40898,136,6198.199336
30.21189,80,6199.269773
23.814251,90,6200.53666
-3.340519,127,6202.227829
41.01981,54,6203.120497
0.080322,116,6204.676937
18.373711,91,6206.004838
-76.328195,176,6208.11744
32.136441,67,6209.195234
16.632209,100,6210.569924
39.452061,59,6211.519758
15.959876,93,6212.812215
34.002699,67,6213.832899
26.812573,84,6215.026345
27.338649,81,6216.092786
5.581274,107,6217.540197
-30.792285,143,6219.406389
37.762082,62,6220.277591
15.329506,99,6221.556377
36.492476,62,6222.526054
-64.421217,167,6224.704289
38.412348,63,6225.718456
-71.653624,202,6228.311541
47.468128,40,6228.95532
49.895658,24,6229.529745
43.857212,50,6230.295113
-5.336706,119,6231.979171
4.415444,98,6233.490567
36.482585,62,6234.50105
14.621938,101,6235.892631
29.716006,75,6236.931469
46.487566,36,6237.658186
31.112166,74,6238.798838
-53.07072,164,6241.024215
5.893619,109,6242.448749
50.293485,12,6242.787968
2.697711,119,6244.421741
10.15462,104,6245.902694
39.970816,59,6246.809724
7.281618,103,6248.241215
4.051782,111,6249.705719
23.769486,89,6251.028782
26.411846,81,6252.200174
25.793358,78,6253.276134
47.594222,42,6253.971403
-21.08711,135,6255.772062
31.64995,78,6256.955877
13.779932,87,6258.227533
-143.365344,286,6266.511645
16.447022,88,6267.756464
-11.540852,126,6269.443318
37.068607,69,6270.494851
10.022304,107,6272.002105
32.263614,66,6273.019829
36.640757,65,6273.930957
29.184243,80,6274.99413
52.516358,18,6275.395895
-49.256313,160,6277.466372
26.077304,79,6278.615551
34.614821,65,6279.527057
4.669683,110,6280.966562
40.717337,55,6281.865461
-72.206561,178,6284.100943
-118.11187,253,6287.009606
44.354387,44,6287.685836
37.017465,62,6288.675953
-0.10238,115,6290.241246
45.241436,47,6291.047151
35.557854,67,6292.057148
45.081207,49,6292.783848
7.643882,105,6294.220569
-3.052457,121,6295.82735
30.711617,77,6296.867382
35.782833,70,6297.914231
12.758666,99,6299.207268
33.185925,71,6300.278622
43.574131,51,6301.032634
49.465339,33,6301.586545
39.543374,62,6302.559087
15.345347,96,6303.878402
45.671025,35,6304.487827
38.37383,59,6305.339988
16.571967,92,6306.709281
-11.985687,126,6308.398036
26.898721,76,6309.512922
35.030762,67,6310.533167
-49.695594,157,6312.448189
15.834338,96,6313.681936
25.590077,85,6314.898543
-2.600037,117,6316.464029
-39.904599,149,6318.318052
32.333457,64,6319.306656
51.175224,38,6320.026831
31.184557,79,6321.198861
-20.295484,133,6323.002584
10.529793,92,6324.208773
48.31613,40,6324.85068
48.679338,35,6325.429873
20.089539,88,6326.691309
15.974503,96,6328.01383
30.783473,75,6329.118495
29.196354,82,6330.207735
-26.768583,136,6332.024646
13.009636,96,6333.369341
11.465206,99,6334.739866
-9.055427,132,6336.470974
41.392722,50,6337.331321
45.730328,41,6338.080487
22.408955,81,6339.155676
47.912049,50,6339.997867
34.525581,72,6341.084128
21.533104,90,6342.242214
-54.677898,165,6344.230688
51.759244,30,6344.867497
48.005693,33,6345.427997
-3.590614,114,6346.964952
24.7676,87,6348.090759
-12.482108,129,6349.766606
16.99823,96,6351.131649
27.583592,79,6352.282301
16.26893,98,6353.563706
28.002342,81,6354.725351
49.280665,38,6355.443911
-73.374753,172,6357.644934
16.843985,94,6358.94769
40.591115,56,6359.744843
31.86486,64,6360.741155
33.2259,75,6361.851845
42.922692,116,6363.305942
44.192188,46,6363.999642
37.33103,81,6365.087009
19.609325,93,6366.298645
33.80714,76,6367.318583
53.037254,15,6367.786736
18.474565,94,6369.101585
7.948221,109,6370.571917
29.709601,72,6371.701869
39.801513,61,6372.663472
41.299798,58,6373.609829
14.716485,93,6374.973655
45.832438,43,6375.635122
49.98728,35,6376.329708
-74.785354,174,6378.603715
6.641304,106,6380.058659
11.52123,98,6381.321397
24.314338,91,6382.614072
38.895187,59,6383.609004
-11.486544,124,6385.276517
45.055129,50,6386.014894
13.979123,97,6387.376901
9.261475,102,6388.69845
41.269102,53,6389.586564
-4.684893,123,6391.122066
39.549118,56,6392.036243
40.403838,62,6393.010576
21.565607,86,6394.241954
9.23845,103,6395.659803
10.498912,97,6396.9366
-15.597673,141,6398.843239
31.381211,75,6399.860205
25.70981,80,6400.974866
15.534398,94,6402.333607
50.367038,32,6402.881288
-71.763995,182,6405.061486
26.560627,72,6406.136047
36.917032,60,6407.082749
44.246154,46,6407.783261
31.373581,66,6408.788919
11.404081,101,6410.080382
32.575174,72,6411.057907
35.49478,70,6412.017943
35.935222,58,6412.947543
-89.481091,218,6415.491701
16.780361,94,6416.71423
39.321996,59,6417.652201
17.701206,96,6418.986956
15.79508,97,6420.401854
19.729024,82,6421.511433
-11.720804,113,6423.031683
-83.470439,186,6425.335301
16.101579,95,6426.664501
35.260284,66,6427.663407
19.189373,90,6428.932905
31.301765,71,6429.883819
7.220587,120,6431.475654
8.904056,107,6432.9901
34.020749,70,6434.062524
11.842584,98,6435.414907
39.360955,63,6436.399316
-5.398374,115,6437.839953
26.116476,80,6439.029948
-17.583555,131,6440.76178
37.820768,64,6441.792137
2.704764,111,6443.191576
-17.287809,128,6444.905318
5.411126,107,6446.294688
41.205092,56,6447.198824
8.905643,100,6448.477962
28.712069,78,6449.630058
-82.027666,182,6451.893375
-78.08122,189,6454.215092
33.126643,69,6455.252759
-103.31163,200,6457.622958
33.752436,70,6458.67398
-36.880581,146,6460.53962
-17.852759,134,6462.344257
-3.518448,118,6463.808655
-4.206018,116,6465.360224
19.444815,92,6466.563599
14.538728,100,6467.936177
12.428816,96,6469.264416
29.70056,77,6470.39447
31.662035,73,6471.486362
26.760924,83,6472.701251
34.008611,66,6473.725737
-33.711057,150,6475.540226
-76.486998,173,6477.773207
27.947824,83,6478.973351
50.768138,18,6479.377996
44.481124,47,6480.084256
10.376893,103,6481.513888
34.018256,67,6482.574609
27.861416,81,6483.791565
18.547146,89,6485.046169
25.373069,83,6486.168787
40.404857,55,6486.953269
33.027149,77,6488.082796
22.350521,97,6489.416938
41.826273,51,6490.27042
41.20314,56,6491.187264
18.504341,92,6492.389022
17.739916,88,6493.638258
-97.58063,234,6496.53317
46.707424,40,6497.268338
37.589452,62,6498.132536
41.400493,54,6499.013491
-0.746316,112,6500.427154
21.313451,83,6501.534842
20.428587,88,6502.838302
14.371301,101,6504.249936
-113.537989,267,6507.454954
29.054918,80,6508.632593
-28.608949,156,6510.529999
22.234513,84,6511.737049
-48.718087,159,6513.664812
-68.709778,185,6516.014498
38.841539,64,6517.009897
40.99423,55,6517.898406
45.484527,48,6518.616137
-21.677652,134,6520.250596
16.951682,85,6521.47146
11.634065,93,6522.771585
-15.914259,133,6524.403911
53.057908,19,6524.920895
-4.1385,118,6526.49644
8.474556,104,6527.854065
-15.918299,127,6529.534122
23.552026,84,6530.730112
-17.41998,134,6532.491395
15.086655,98,6533.743633
2.724834,113,6535.262466
13.951741,91,6536.463549
1.126171,111,6537.966067
45.891341,46,6538.761551
-7.067317,144,6547.423657
30.330911,82,6548.608484
31.576077,68,6549.543446
3.657073,122,6551.196347
20.276684,88,6552.349466
2.586291,112,6553.907689
46.095549,40,6554.553246
35.802543,68,6555.617062
-29.661944,143,6557.464831
42.007076,51,6558.357948
14.430276,102,6559.662146
1.571404,115,6561.320087
23.954205,75,6562.418226
9.849766,104,6563.825959
25.249363,86,6565.030577
44.080496,44,6565.711875
45.877951,42,6566.509109
-4.404862,152,6568.362571
19.046931,90,6569.653558
14.612483,99,6571.061244
39.343041,64,6571.939332
24.133557,87,6573.207849
39.336117,59,6574.211107
25.155801,83,6575.458879
20.582587,86,6576.694969
-17.159105,128,6578.395441
36.081348,65,6579.294416
16.132397,99,6580.656738
2.998812,109,6582.164023
13.152191,99,6583.590364
1.96311,111,6585.083902
-10.832479,120,6586.696329
31.327581,74,6587.790371
18.351632,92,6589.07607
22.885705,90,6590.345684
42.394602,54,6591.295302
47.056736,44,6592.077246
40.824372,59,6592.908416
-6.683981,121,6594.437874
-13.442347,125,6596.044931
41.658331,49,6596.77511
41.704811,49,6597.602775
-4.128376,118,6599.069627
29.298688,79,6600.225996
24.103651,86,6601.458708
13.463732,96,6602.782842
18.937923,93,6603.996706
35.283714,61,6604.852795
34.829649,63,6605.828523
2.979143,112,6607.353063
28.369219,73,6608.499831
-44.042166,161,6610.57315
26.397672,83,6611.785364
23.309163,82,6612.905295
36.775697,65,6613.846154
36.999456,61,6614.813816
39.328002,64,6615.718447
-50.532918,155,6617.766082
41.543319,52,6618.670164
37.101007,60,6619.672947
-80.788718,183,6621.929101
-7.845456,111,6623.326151
29.710656,68,6624.27521
8.653727,106,6625.638548
27.133954,77,6626.673574
24.642818,86,6627.903383
-15.15367,130,6629.505375
-9.49325,121,6631.123534
-17.037605,133,6632.868855
-10.14237,123,6634.467821
23.218344,91,6635.749255
0.939816,116,6637.20835
-0.598058,115,6638.773682
41.693949,53,6639.546205
-3.815424,120,6641.140529
9.286688,100,6642.462912
29.89785,80,6643.617795
-2.385511,136,6645.391459
18.166138,94,6646.613313
-25.036511,153,6648.552779
51.636821,29,6649.169182
9.369763,104,6650.615835
21.098565,88,6651.769885
45.065945,54,6652.557626
50.5539,21,6653.092534
19.64602,90,6654.44658
25.856034,81,6655.611471
-17.591025,134,6657.389391
29.761659,69,6658.512925
38.193466,61,6659.469104
10.814262,103,6660.790372
48.403846,31,6661.342025
29.715779,78,6662.486111
48.582144,38,6663.204028
33.918605,71,6664.319843
33.916707,70,6665.310288
-103.340248,205,6667.912652
5.03343,107,6669.449219
26.992467,79,6670.597332
-25.003775,137,6672.458274
48.114574,44,6673.236311
20.143831,111,6674.727532
21.912939,87,6675.869974
41.327512,54,6676.747548
29.221693,78,6677.797747
15.434652,100,6679.232629
26.979602,78,6680.389609
16.614167,94,6681.69309
20.822243,89,6683.025294
37.652555,61,6683.993688
-2.751096,116,6685.543342
50.551562,31,6686.185995
5.688972,109,6687.679374
52.665275,15,6688.164207
41.270731,53,6688.981705
33.744732,65,6689.930293
-24.835282,148,6691.869155
14.34855,101,6693.266412
-37.710239,143,6695.003719
-66.712788,174,6697.073146
28.997453,79,6698.242546
43.657981,48,6699.08376
16.463189,83,6700.16223
46.704883,37,6700.764908
-0.375879,113,6702.320971
-9.62324,123,6703.954816
29.04315,76,6705.070883
43.43315,62,6706.046578
44.946865,44,6706.711624
1.94182,114,6708.299152
12.341674,95,6709.633764
14.066435,102,6710.935912
20.278431,77,6711.952073
10.34739,106,6713.420745
25.877097,82,6714.636207
25.610449,85,6715.855198
-32.254136,141,6717.660366
25.98105,83,6718.767164
-239.745991,306,6722.438061
26.699347,84,6723.646061
6.979813,108,6725.021088
0.604425,115,6726.568301
-4.01949,119,6728.185009
3.32686,110,6729.694488
-14.770134,129,6731.393872
3.247009,108,6732.870016
36.133493,61,6733.851809
-2.432314,120,6735.565329
-72.612867,176,6737.67096
44.656726,43,6738.462491
15.745478,98,6739.881348
1.620611,113,6741.406639
10.800111,105,6742.725999
23.499415,92,6744.040762
22.359525,87,6745.276258
14.997703,96,6746.65504
-7.051328,117,6748.224104
31.798356,75,6749.350865
22.817841,82,6750.547456
-1056.585078,400,6755.202532
18.433017,83,6756.399062
28.243257,76,6757.529384
47.397971,40,6758.184944
8.889476,99,6759.571929
50.78959,29,6760.194134
13.326603,90,6761.388004
47.597385,46,6762.241884
-1.275753,116,6763.907625
20.80043,91,6765.19046
2.434863,111,6766.789202
40.23233,65,6767.796109
18.714091,90,6769.062874
-5.286881,117,6770.622062
34.902586,72,6771.755641
-3.939024,116,6773.356763
-82.756231,182,6775.63403
5.477375,108,6776.994481
20.765327,86,6778.250294
20.659632,88,6779.610417
-123.156907,225,6782.252636
38.184896,63,6783.232116
14.578173,100,6784.678818
-143.891642,227,6787.320377
1.009048,114,6788.874568
29.257071,73,6789.961561
12.680431,97,6791.318923
28.594542,74,6792.319813
36.337559,63,6793.301347
47.050726,42,6794.055694
16.618701,99,6795.458377
-27.714153,246,6798.521054
30.672273,79,6799.587378
10.967643,104,6800.969357
48.910166,28,6801.581621
41.303645,52,6802.371826
27.275389,80,6803.433788
27.75765,81,6804.519664
46.220003,39,6805.25893
35.216911,63,6806.168121
15.130589,97,6807.476923
-125.772042,241,6810.367195
-10.67925,120,6811.96452
19.163211,90,6813.187842
9.535769,103,6814.629013
35.814572,67,6815.587425
23.921789,99,6816.901443
43.911322,53,6817.719802
-23.15642,137,6819.566711
-5.518176,117,6821.206676
19.6783,90,6822.564481
2.462343,100,6827.983254
-3.292684,115,6829.471437
-1.665731,111,6830.940489
27.890975,85,6832.093215
-50.120087,155,6834.051484
36.948144,68,6835.030382
25.188893,85,6836.314962
-11.692069,124,6837.965361
-12.604579,133,6839.651873
-21.501338,132,6841.490389
-5.494916,123,6843.199473
45.646007,41,6843.89555
-35.199646,149,6845.776563
-31.40358,144,6847.678133
52.36604,19,6848.095668
20.817841,86,6849.260044
-26.099296,139,6851.014787
38.43189,59,6851.975586
23.394617,84,6853.154121
46.666914,45,6853.868784
32.615645,65,6854.829577
6.277864,106,6856.261113
53.518181,14,6856.637753
-29.10169,145,6858.608818
-0.742037,115,6860.110723
15.537247,97,6861.423047
30.488315,76,6862.496113
32.703581,69,6863.514056
23.82812,90,6864.719851
9.44438,100,6866.057987
16.784643,95,6867.31951
-14.649874,131,6869.168786
-8.111416,123,6870.805913
52.704686,24,6871.298952
19.083426,94,6872.604395
22.600661,88,6873.788791
8.547702,107,6875.174789
31.251521,97,6876.432656
-154.933035,254,6879.498087
29.819651,76,6880.645552
44.712623,43,6881.434215
33.012127,71,6882.511045
44.863757,44,6883.21215
26.678325,80,6884.305813
28.978092,76,6885.435493
31.133696,73,6886.437425
37.526236,64,6887.432268
24.471782,83,6888.65407
32.769211,65,6889.556834
31.102199,79,6890.702298
11.741985,106,6892.179837
-72.731773,196,6894.58446
36.059076,68,6895.624161
8.830665,96,6896.849961
27.440277,85,6898.069204
-5.253202,118,6899.630132
-6.490403,118,6901.234051
37.697514,65,6902.231153
18.216055,79,6903.384308
47.773039,35,6904.064819
15.469507,99,6905.341729
-13.435299,130,6906.938263
-4.127785,120,6908.439444
29.867098,76,6909.558644
42.217985,48,6910.387959
38.078032,60,6911.364853
50.742211,68,6912.415651
20.133153,90,6913.694274
1.987592,114,6915.255184
35.539087,67,6916.280865
44.536004,46,6916.979401
32.034266,87,6918.227671
22.341853,97,6919.580798
28.372221,80,6920.730947
-47.076169,155,6922.745277
36.055753,64,6923.662055
41.951402,57,6924.494739
40.4176,53,6925.308529
21.837283,87,6926.498582
42.991337,49,6927.329666
13.351533,122,6928.945172
42.020009,52,6929.812258
-58.507809,162,6931.862445
34.382647,69,6932.914979
-30.211609,145,6934.769151
29.397268,78,6935.923471
45.661404,47,6936.643466
53.122825,21,6937.199911
-25.794693,138,6939.042645
39.073568,61,6940.054597
25.178765,80,6941.197964
-6.539309,120,6942.809047
-171.315103,245,6945.740144
26.680436,82,6946.822242
46.533993,40,6947.56044
-28.833215,201,6949.923962
-8.482781,129,6951.636253
29.45355,81,6952.721316
-11.128361,129,6954.46317
16.985005,99,6955.838368
41.049121,58,6956.706447
19.322249,92,6958.009175
4.03231,106,6959.450412
37.162908,65,6960.353033
48.75497,31,6960.995547
12.545106,99,6962.427162
15.657803,93,6963.720843
41.557329,48,6964.535989
3.101947,112,6965.946125
-2.815444,121,6967.455082
47.206774,47,6968.176522
33.414973,71,6969.253357
42.581108,57,6970.18235
47.314189,36,6970.769644
30.10285,84,6971.87113
50.006632,28,6972.479294
37.315409,57,6973.394246
50.823233,34,6974.082536
-4.511731,119,6975.549321
-3.392782,119,6977.134045
28.868342,78,6978.284467
37.28758,65,6979.308856
9.5346,106,6980.752709
-23.85567,133,6982.50316
48.856323,34,6983.182751
49.329618,33,6983.849836
9.79155,105,6985.289361
49.806122,37,6985.989894
51.074933,32,6986.644583
42.698625,48,6987.366134
-116.132882,211,6989.860937
52.645465,19,6990.38196
-9.127279,114,6991.931296
25.31189,85,6993.170007
40.886696,54,6993.944885
37.51277,60,6994.891291
16.954046,93,6996.211216
-18.604303,129,6997.916333
-8.993085,122,6999.427441
23.430334,89,7000.583175
-27.310309,142,7002.417668
-6.603534,118,7003.998315
40.992121,54,7004.89314
52.938233,15,7005.362784
20.934901,89,7006.643737
48.075831,133,7008.395958
9.267168,104,7009.833017
-7.952218,121,7011.454131
-11.347316,137,7013.175778
16.60308,93,7014.400196
6.351475,108,7015.93076
14.596737,103,7017.393488
51.208996,25,7017.972024
17.309693,109,7019.446914
53.47417,18,7019.946985
32.356712,74,7021.03922
42.317198,53,7021.967419
32.690561,69,7023.030539
2.628926,109,7024.545847
28.985582,80,7025.636627
34.72283,71,7026.7156
37.602497,59,7027.710317
22.157014,88,7028.914237
10.585883,100,7030.22645
42.156108,51,7031.136069
44.481534,49,7031.859093
-0.867218,115,7033.399797
27.573388,73,7034.491149
25.329491,83,7035.681646
1.104628,122,7037.302692
43.92558,46,7038.100132
49.038593,27,7038.59677
11.328296,96,7039.927345
19.425023,91,7041.255845
35.853395,66,7042.262805
44.424231,44,7042.937377
32.38329,68,7043.8682
-16.957033,131,7045.618329
-43.40812,179,7047.97349
-44.386387,150,7049.907147
-8.649367,125,7051.449922
37.354027,68,7052.492861
37.44961,62,7053.367272
40.344605,52,7054.14916
45.22223,42,7054.911552
-61.002308,163,7056.871243
31.797664,77,7058.00439
50.939065,20,7058.424262
27.949221,75,7059.431436
45.371561,47,7060.232401
46.149893,40,7060.964256
22.357966,80,7062.129455
17.722984,92,7063.324633
4.782244,109,7064.802166
38.169307,62,7065.771534
26.261382,77,7066.916498
46.557086,52,7067.79078
24.366451,83,7069.026571
22.043288,87,7070.244914
11.887614,104,7071.568285
17.782996,95,7072.897273
-19.589536,129,7074.513786
11.374748,93,7075.8265
36.985143,66,7076.743374
6.091237,106,7078.089226
32.188248,77,7079.226728
21.256396,92,7080.525326
51.378072,28,7081.03348
28.544531,78,7082.058887
48.242367,32,7082.709914
0.96002,111,7084.202334
11.817741,98,7085.559425
42.565762,54,7086.444369
35.395079,58,7087.373134
-199.610834,258,7090.339866
-7.018663,124,7092.039228
40.687736,57,7092.872007
-12.548025,128,7094.453949
24.321037,81,7095.627353
17.650624,89,7096.963709
15.34844,89,7098.231666
25.259355,83,7099.433886
6.099132,106,7100.922316
24.509631,86,7102.136106
41.404372,58,7103.065519
30.795785,72,7104.047137
-18.010757,132,7105.711027
15.474112,88,7107.065025
-71.274526,247,7116.296623
41.214881,60,7117.141287
-94.652327,211,7119.762013
48.018606,113,7121.172107
16.384635,95,7122.428157
17.554658,93,7123.746298
-13.424107,125,7125.384428
37.276267,61,7126.341529
29.146792,79,7127.497069
42.144642,52,7128.363497
-1.210112,116,7129.919231
-15.250506,130,7131.647511
-45.158916,152,7133.595907
49.824779,24,7134.177853
20.329416,86,7135.339023
40.695715,51,7136.256569
6.558698,116,7137.802357
-157.289202,232,7140.66722
49.175446,31,7141.312681
10.7976,101,7142.604046
32.73209,72,7143.737929
51.528949,23,7144.298982
50.492972,33,7144.852246
-16.113324,135,7146.646099
36.025773,68,7147.740273
51.618795,27,7148.342041
28.116645,81,7149.540306
30.530994,75,7150.685177
35.467086,69,7151.734329
19.683152,90,7153.020763
16.588682,101,7154.303001
-28.434541,140,7156.128779
-39.193005,146,7158.022818
-49.831493,154,7159.971679
-73.632941,185,7162.262061
35.301941,68,7163.188818
-106.93885,209,7165.868969
-27.487707,140,7167.672307
23.892179,88,7168.92286
-7.964456,123,7170.576633
8.852374,110,7172.041743
16.401729,97,7173.40339
1.559878,113,7174.829036
25.074786,82,7176.003557
42.682102,58,7176.928333
38.013365,69,7177.967317
-31.222541,150,7179.806117
-69.682009,175,7182.020471
14.657458,99,7183.393409
0.935515,124,7185.063374
34.509681,68,7185.988546
5.685485,105,7187.474188
28.307023,72,7188.540866
10.456815,101,7189.827294
16.94359,126,7191.58012
32.121897,70,7192.638162
35.394406,71,7193.71128
52.524299,20,7194.234386
32.178852,63,7195.207435
21.583066,90,7196.377949
-14.62366,133,7198.157753
31.764754,75,7199.210531
52.86024,22,7199.652487
30.061537,77,7200.67645
40.658968,50,7201.52103
27.469678,75,7202.515177
13.121767,97,7203.838759
1.808217,114,7205.354181
1.823527,102,7206.753411
53.06196,21,7207.18246
-14.553194,131,7208.937828
36.02918,70,7209.890209
15.19822,96,7211.124026
33.485964,70,7212.179748
33.789961,70,7213.232848
36.762649,68,7214.290672
-149.147648,242,7217.208348
31.131601,69,7218.302668
7.16105,104,7219.728853
22.321767,90,7220.984689
28.586277,71,7222.049355
23.009786,89,7223.207553
45.739002,39,7223.929607
42.481906,51,7224.683757
8.076035,124,7226.338343
-10.034125,124,7228.0293
21.663475,87,7229.266562
12.366876,97,7230.61683
22.074784,93,7231.827982
23.58228,150,7233.697259
9.449976,105,7235.11945
39.550753,55,7235.923334
27.548169,81,7237.053478
-1.006401,117,7238.511081
53.03977,17,7239.002721
26.298642,83,7240.186257
38.157027,65,7241.083612
35.617784,70,7242.033947
27.458935,76,7243.038659
30.315089,68,7243.980337
23.14964,88,7245.247459
16.300592,102,7246.560655
11.192368,98,7247.855591
49.882067,22,7248.297658
39.488416,55,7249.202551
31.342252,74,7250.192552
27.915052,77,7251.344204
22.21052,90,7252.526721
7.786672,107,7253.99929
-14.001424,128,7255.623626
-50.47444,162,7257.676143
-10.809249,123,7259.286082
26.956306,84,7260.375219
51.577257,22,7260.92065
24.904759,83,7262.00716
-10.446757,127,7263.693256
50.667058,17,7264.086799
45.403353,43,7264.879109
12.790572,100,7266.330172
24.442497,85,7267.546354
51.049796,14,7267.903721
13.638567,98,7269.255076
12.270953,97,7270.63359
41.227705,50,7271.484914
-18.276052,132,7273.310115
3.882914,96,7274.609974
34.70709,70,7275.716345
41.221919,54,7276.612145
16.533453,90,7277.935138
-133.123792,225,7280.728863
49.696507,23,7281.28261
23.969096,84,7282.496177
26.536099,81,7283.675983
43.132176,50,7284.420809
-0.806422,113,7285.935459
14.341495,99,7287.200064
27.083122,80,7288.267286
11.326647,111,7289.762338
-22.265009,131,7291.41998
6.0991,108,7292.775357
17.532626,96,7294.11078
17.14761,91,7295.322457
8.624707,102,7296.737124
46.053846,49,7297.556364
-7.024965,120,7299.086768
-0.774726,101,7300.472005
39.325016,56,7301.379264
-0.339066,114,7302.910165
39.076902,61,7303.87039
-1.974646,114,7305.295843
28.330566,77,7306.334788
45.71139,45,7307.170461
2.141229,112,7308.756789
30.918015,77,7309.96275
-88.037479,193,7312.477609
15.008018,101,7313.764361
48.596814,35,7314.347289
37.229162,64,7315.331054
34.943406,67,7316.361501
40.497477,58,7317.290542
-29.58272,137,7319.073396
8.43906,110,7320.581763
5.257158,112,7322.098983
19.41569,89,7323.299424
25.655638,84,7324.534797
10.793609,103,7325.920573
-1.912122,118,7327.410251
-12.47033,133,7329.13544
-33.251159,144,7330.875216
12.745505,97,7332.208513
49.297828,25,7332.775842
22.833658,80,7333.943387
9.972371,104,7335.276166
-12.097588,124,7336.948115
16.139644,98,7338.299163
43.720998,47,7339.111768
41.023724,56,7339.91491
12.681147,144,7341.668143
14.616609,97,7343.026617
22.534184,85,7344.250442
30.081463,76,7345.376548
38.082632,59,7346.332253
21.291208,90,7347.650954
24.145426,85,7348.777016
46.46787,40,7349.5079
-7.111216,121,7351.117579
-45.688355,153,7352.976874
21.057469,86,7354.095139
41.965238,52,7354.858058
-52.136172,160,7356.874127
25.472725,82,7357.950043
30.035105,76,7359.067585
18.424985,86,7360.200975
51.766097,16,7360.691103
18.814669,91,7361.983681
38.14699,66,7363.0534
-53.162536,170,7365.109156
-67.59606,174,7367.189728
31.874538,71,7368.257911
49.255348,37,7368.957282
20.93041,87,7370.089864
-40.261171,150,7371.904651
